,gyro.x,gyro.y,gyro.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw,label
0,-0.08901267498731613,-0.010117197409272194,-0.26943880319595337,0.19425590336322784,-1.2058026790618896,19.407135009765625,0
1,-0.010336740873754025,0.14345191419124603,-0.43494006991386414,0.19360633194446564,-1.205570936203003,19.38497543334961,0
2,0.08590061962604523,0.11076410114765167,-0.3313102126121521,0.19570572674274445,-1.0158700942993164,19.363765716552734,0
3,0.021027736365795135,0.11203945428133011,-0.3640699088573456,0.19749824702739716,-1.2508436441421509,19.3397274017334,0
4,0.04131212830543518,0.0964975357055664,-0.40626418590545654,0.19872964918613434,-1.1128358840942383,19.3181095123291,0
5,-0.02920100837945938,0.031395185738801956,-0.33341503143310547,0.1993570625782013,-1.2617586851119995,19.293975830078125,0
6,0.037331387400627136,0.1453922986984253,-0.31334564089775085,0.2004593461751938,-1.3117982149124146,19.271520614624023,0
7,0.13329705595970154,0.044651132076978683,-0.4255225658416748,0.20129939913749695,-1.285884141921997,19.249834060668945,0
8,0.01661420240998268,0.07708878070116043,-0.33863550424575806,0.20167337357997894,-1.2655529975891113,19.227067947387695,0
9,0.09570372849702835,0.0976773127913475,-0.36606565117836,0.20270921289920807,-1.2499974966049194,19.204910278320312,0
10,-0.03745438531041145,0.058812979608774185,-0.36069053411483765,0.20295469462871552,-1.427392840385437,19.18109703063965,0
11,0.006206811871379614,0.07952840626239777,-0.3291744887828827,0.20301151275634766,-1.1836169958114624,19.160175323486328,0
12,0.0006554147694259882,0.1400151252746582,-0.36912766098976135,0.2028941810131073,-0.9988135099411011,19.138505935668945,0
13,-0.021447274833917618,0.07519033551216125,-0.34567856788635254,0.20270295441150665,-1.1760393381118774,19.115781784057617,0
14,0.049920856952667236,0.02600848488509655,-0.3320547640323639,0.20317284762859344,-1.2466673851013184,19.092910766601562,0
15,-0.11746715009212494,0.06355709582567215,-0.39578908681869507,0.2667759358882904,-1.0473108291625977,19.0747127532959,0
