,gyro.x,gyro.y,gyro.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw,label
0,-0.01410244032740593,0.0921279713511467,0.031003860756754875,-0.17290523648262024,0.5976411700248718,-17.95686149597168,0
1,-0.056754838675260544,0.09680045396089554,-0.09079930931329727,-0.10604947060346603,0.5990784764289856,-17.939620971679688,0
2,0.1060105636715889,0.039994414895772934,0.020631471648812294,-0.2446890026330948,0.6638768911361694,-17.921390533447266,0
3,-0.026788631454110146,0.09848058223724365,0.0966494083404541,-0.16028277575969696,0.6493530869483948,-17.904251098632812,0
4,-0.052522171288728714,-0.02664319984614849,0.00762207480147481,-0.09604686498641968,0.6372658610343933,-17.88609504699707,0
5,0.05218982696533203,-0.02196349762380123,-0.03762200474739075,-0.1102689728140831,0.5650076270103455,-17.868488311767578,0
6,-0.07274121791124344,0.08208701759576797,-0.04638953506946564,-0.12186934798955917,0.5731037855148315,-17.851722717285156,0
7,-0.004254138097167015,-0.011117611080408096,0.01763063855469227,-0.13043764233589172,0.5787865519523621,-17.83479881286621,0
8,0.046446628868579865,-0.02080019749701023,-0.023619988933205605,-0.19927044212818146,0.5838165879249573,-17.81633758544922,0
9,0.025744931772351265,0.1309206783771515,-0.010090875439345837,-0.18857789039611816,0.6514531373977661,-17.799041748046875,0
10,-0.011340577155351639,0.141315758228302,0.02897479571402073,-0.1817191243171692,0.638801097869873,-17.78162384033203,0
11,0.01955338940024376,0.032158832997083664,0.021554648876190186,-0.11256105452775955,0.5661383867263794,-17.764358520507812,0
12,0.10031918436288834,0.005257312674075365,-0.06256374716758728,-0.12309424579143524,0.575622022151947,-17.747068405151367,0
13,-0.03206600248813629,0.13671135902404785,0.0011626348132267594,-0.19517938792705536,0.7088550925254822,-17.730058670043945,0
14,0.11745214462280273,-0.052810799330472946,0.04188144952058792,-0.12275471538305283,0.619834840297699,-17.713138580322266,0
15,-0.030618714168667793,0.03520134091377258,0.007203848101198673,-0.1935671865940094,0.6153674721717834,-17.695281982421875,0
16,0.013364851474761963,0.20075316727161407,-0.07296537607908249,-0.18585504591464996,0.5490518808364868,-17.67793083190918,0
17,0.07335637509822845,0.06991266459226608,-0.1469012051820755,-0.18016524612903595,0.5629717111587524,-17.660968780517578,0
18,-0.009396761655807495,-0.02177462913095951,-0.12448135018348694,-0.17473375797271729,0.5729967951774597,-17.644771575927734,0
19,0.06386518478393555,-0.027534283697605133,0.009769823402166367,-0.1067909300327301,0.5803140997886658,-17.629106521606445,0
20,0.009197130799293518,0.042394451797008514,-0.0938720703125,-0.1190292090177536,0.5863479375839233,-17.611431121826172,0
21,0.0340898223221302,-0.06629477441310883,-0.03959522023797035,-0.1281694620847702,0.5907742977142334,-17.595064163208008,0
22,0.07033783197402954,0.047828447073698044,-0.008478446863591671,-0.13529706001281738,0.5948995351791382,-17.57805824279785,0
