,gyro.x,gyro.y,gyro.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw,label
0,-0.20074446499347687,-0.07394447922706604,-0.016814380884170532,0.4971177279949188,-1.0408635139465332,-15.314896583557129,4
1,-0.15407511591911316,-0.04930712655186653,-0.011447659693658352,0.48204243183135986,-1.0232152938842773,-15.29980754852295,4
2,-0.11834018677473068,-0.041368450969457626,0.012040970847010612,0.4710317552089691,-0.9441934823989868,-15.285161972045898,4
3,-0.15420760214328766,-0.0012220867210999131,-0.09322959184646606,0.4622524380683899,-0.9507872462272644,-15.269868850708008,4
4,-0.12259109318256378,-0.004220311064273119,0.004406311083585024,0.3890782594680786,-0.9548699855804443,-15.254799842834473,4
5,-0.21200039982795715,-0.025321371853351593,-0.10250652581453323,0.5330451726913452,-0.9590862393379211,-15.240147590637207,4
6,-0.055541832000017166,0.07193873822689056,-0.08378585427999496,0.3097763955593109,-0.962308943271637,-15.225448608398438,4
7,-0.05370284616947174,-0.03998531028628349,-0.07385356724262238,0.40904948115348816,-1.0296965837478638,-15.211569786071777,4
8,-0.14812377095222473,-0.029217293485999107,-0.06862227618694305,0.41690006852149963,-1.146741509437561,-15.197494506835938,4
9,-0.12198243290185928,-0.04861535504460335,-0.06682007014751434,0.42313146591186523,-0.904317319393158,-15.182486534118652,4
10,-0.1417284905910492,-0.018743375316262245,0.004749941639602184,0.4280729293823242,-1.0543910264968872,-15.16850757598877,4
11,-0.14625437557697296,-0.03305860608816147,0.0370156466960907,0.43144655227661133,-1.0322412252426147,-15.153407096862793,4
12,-0.1499389410018921,-0.04657291993498802,-0.010717532597482204,0.4978638291358948,-0.9515321850776672,-15.13867473602295,4
13,-0.14254310727119446,0.03373044356703758,0.017902735620737076,0.48029130697250366,-0.8932622671127319,-15.123926162719727,4
14,-0.1932077556848526,-0.16425462067127228,0.0697740837931633,0.46789878606796265,-0.9165598750114441,-15.109051704406738,4
15,-0.14533407986164093,-0.07685215771198273,0.0074542732909321785,0.46018075942993164,-0.9342852234840393,-15.093945503234863,4
16,-0.07564830780029297,-0.0499856062233448,-0.0215869452804327,0.45356953144073486,-0.9461591839790344,-15.078669548034668,4
17,-0.15183250606060028,-0.02911880426108837,0.019950298592448235,0.44775089621543884,-1.019822597503662,-15.063542366027832,4
18,-0.1331539899110794,0.004844486713409424,-0.061143577098846436,0.3772410750389099,-0.9423388242721558,-15.04906940460205,4
19,-0.1328582465648651,-0.02751271054148674,-0.024968396872282028,0.25930115580558777,-1.0174684524536133,-15.034989356994629,4
20,-0.13573235273361206,-0.10220679640769958,-0.02011401578783989,0.4392591118812561,-1.0063656568527222,-15.020057678222656,4
21,-0.10426535457372665,-0.0495012030005455,-0.04829997196793556,0.4389258623123169,-0.9978989362716675,-15.005040168762207,4
22,-0.21369989216327667,0.03511375933885574,0.03214079514145851,0.4383229613304138,-1.0584018230438232,-14.990720748901367,4
23,-0.19428713619709015,-0.04352312535047531,-0.010666762478649616,0.43776798248291016,-0.9699980020523071,-14.975189208984375,4
