,timestamp_start,timestamp_end,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,mag.x,mag.y,mag.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw
0,588653,588654,-0.012369520030915737,0.036961402744054794,1.0474209785461426,-36.70193099975586,-37.425472259521484,5.97104024887085,-0.7574620842933655,1.4714263677597046,0.28948551416397095,-1.1721618175506592,-1.9686729907989502,1.5938917398452759
1,588663,588664,-0.038819439709186554,0.01697542704641819,1.039807677268982,-13.423721313476562,-54.720027923583984,5.7156267166137695,-0.7484625577926636,1.4864256381988525,0.277486115694046,-0.680168867111206,-2.4387221336364746,1.6219959259033203
2,588673,588674,-0.03545345738530159,0.040361255407333374,1.07602059841156,10.151214599609375,-61.587623596191406,5.711056232452393,-0.7574620842933655,1.4774260520935059,0.2864856719970703,-0.47196048498153687,-2.5406606197357178,1.7823781967163086
3,588683,588684,-0.10362355411052704,0.07573223114013672,1.1096611022949219,26.29380989074707,-48.3005256652832,3.291490316390991,-0.7529623508453369,1.472926378250122,0.28798559308052063,0.2833194136619568,-2.4003567695617676,1.8332865238189697
4,588693,588694,-0.14782510697841644,0.002319746883586049,1.0612784624099731,45.031211853027344,-16.508827209472656,4.482176780700684,-0.7559621930122375,1.472926378250122,0.29098543524742126,0.5018959641456604,-2.2552649974823,1.9515317678451538
5,588703,588704,-0.09825613349676132,-0.05764087289571762,0.9520925879478455,51.07784652709961,13.431004524230957,4.962255954742432,-0.736463189125061,1.4714263677597046,0.2834858298301697,0.8034005761146545,-1.5510450601577759,2.007192373275757
6,588713,588714,-0.05820823833346367,0.12780100107192993,0.9838446974754333,56.544105529785156,29.1016788482666,5.362174987792969,-0.7679615616798401,1.475926160812378,0.27298635244369507,0.6962279081344604,-1.154810905456543,2.054640054702759
7,588723,588724,-0.16258426010608673,0.01177176833152771,1.1208899021148682,50.75885772705078,25.934734344482422,5.031214714050293,-0.7529623508453369,1.4789260625839233,0.27898603677749634,0.31010597944259644,-0.25997334718704224,2.158207654953003
8,588733,588734,-0.067292720079422,-0.08009141683578491,0.9498692154884338,35.63398361206055,16.705734252929688,5.166654109954834,-0.7454627156257629,1.4624269008636475,0.27148643136024475,-0.0296750757843256,-0.15535606443881989,2.215651273727417
9,588743,588744,-0.12236930429935455,0.01641080714762211,1.056428074836731,12.501290321350098,3.1714863777160645,5.403241157531738,-0.7409629225730896,1.445927619934082,0.28198590874671936,-0.07414302974939346,0.022678375244140625,2.2270419597625732
10,588753,588754,-0.0624333955347538,-0.006404373794794083,0.9729331135749817,-7.28505802154541,-13.24381160736084,4.77681303024292,-0.7574620842933655,1.4294284582138062,0.2744862735271454,-0.06305427849292755,0.1339930295944214,2.2650442123413086
11,588763,588764,-0.0884910300374031,0.022031284868717194,1.0417087078094482,-23.35824966430664,-25.217849731445312,3.0892343521118164,-0.7424628734588623,1.444427728652954,0.277486115694046,-0.0031995538156479597,0.12555822730064392,2.3272390365600586
12,588773,588774,-0.04356611520051956,-0.0033451751805841923,0.99966961145401,-32.716365814208984,-30.06711769104004,2.1423182487487793,-0.7319633960723877,1.4489275217056274,0.26998651027679443,0.3125711679458618,-0.20520752668380737,2.3428125381469727
13,588783,588784,-0.06010696664452553,-0.025099288672208786,0.9691895842552185,-30.9910945892334,-28.05974769592285,2.2868123054504395,-0.7394630312919617,1.4474276304244995,0.2744862735271454,0.5108709931373596,-0.5602198839187622,2.387202739715576
14,588793,588794,-0.07161424309015274,0.041908685117959976,0.9269801378250122,-15.862152099609375,-15.098862648010254,4.016547679901123,-0.7274636030197144,1.4624269008636475,0.277486115694046,0.8355381488800049,-1.0207072496414185,2.41495943069458
15,588803,588804,-0.0496177077293396,0.010125603526830673,0.9879010915756226,10.90434455871582,4.1641459465026855,7.388359069824219,-0.7394630312919617,1.4564270973205566,0.277486115694046,0.8903651237487793,-1.0296343564987183,2.4699618816375732
16,588813,588814,-0.06389763206243515,-0.0017585151363164186,1.006611943244934,35.04869079589844,21.454225540161133,9.584874153137207,-0.7319633960723877,1.4489275217056274,0.28198590874671936,0.9182652831077576,-0.7979266047477722,2.515650749206543
17,588823,588824,-0.04420909285545349,0.0025342912413179874,0.9547396898269653,47.30440139770508,24.538785934448242,9.863670349121094,-0.7409629225730896,1.4519274234771729,0.27898603677749634,0.6665599942207336,-0.3209155201911926,2.6019375324249268
18,588833,588834,-0.08552400022745132,0.01895957626402378,0.9664998054504395,40.16357421875,8.040103912353516,7.5248613357543945,-0.7559621930122375,1.4399279356002808,0.29098543524742126,0.3536738455295563,0.16180448234081268,2.7085962295532227
19,588843,588844,-0.01113358698785305,-0.057388365268707275,0.8948057293891907,25.200401306152344,-13.96111011505127,5.091753005981445,-0.736463189125061,1.4294284582138062,0.2744862735271454,0.34099751710891724,0.4910663366317749,2.782775402069092
20,588853,588854,-0.05964532122015953,-0.019251510500907898,0.9344785213470459,6.918395042419434,-22.51020622253418,1.9788511991500854,-0.7469626665115356,1.4519274234771729,0.28498575091362,0.5909107327461243,0.9198871850967407,2.793037176132202
21,588863,588864,-0.06295667588710785,-0.05190630629658699,0.9864408373832703,-10.69599437713623,-26.516162872314453,1.3851882219314575,-0.737963080406189,1.4399279356002808,0.2759861946105957,0.7206950783729553,0.5850963592529297,2.881389617919922
22,588873,588874,-0.06515929847955704,-0.002937732497230172,0.9661675691604614,-26.401233673095703,-25.516958236694336,1.335984468460083,-0.7394630312919617,1.4384280443191528,0.2744862735271454,0.9968568682670593,0.4762226939201355,2.8974506855010986
